time_step,unique_cells_visited,revisits,reward,total_reward
4802,322,3474,-0.5,-2423.0
4803,322,3474,-1.0,-2424.0
4804,322,3475,-0.5,-2424.5
4805,322,3476,-0.5,-2425.0
4806,322,3476,-1.0,-2426.0
4807,322,3477,-0.5,-2426.5
4808,322,3477,-1.0,-2427.5
4809,322,3478,-0.5,-2428.0
4810,322,3478,-1.0,-2429.0
4811,322,3479,-0.5,-2429.5
4812,322,3479,-1.0,-2430.5
4813,322,3479,-1.0,-2431.5
4814,322,3479,-1.0,-2432.5
4815,322,3479,-1.0,-2433.5
4816,322,3480,-0.5,-2434.0
4817,322,3481,-0.5,-2434.5
4818,322,3482,-0.5,-2435.0
4819,322,3482,-1.0,-2436.0
4820,322,3482,-1.0,-2437.0
4821,322,3482,-1.0,-2438.0
4822,322,3483,-0.5,-2438.5
4823,322,3484,-0.5,-2439.0
4824,322,3484,-1.0,-2440.0
4825,322,3485,-0.5,-2440.5
4826,322,3485,-1.0,-2441.5
4827,322,3486,-0.5,-2442.0
4828,322,3487,-0.5,-2442.5
4829,322,3488,-0.5,-2443.0
4830,322,3489,-0.5,-2443.5
4831,322,3490,-0.5,-2444.0
4832,322,3491,-0.5,-2444.5
4833,322,3492,-0.5,-2445.0
4834,322,3492,-1.0,-2446.0
4835,322,3493,-0.5,-2446.5
4836,322,3494,-0.5,-2447.0
4837,322,3495,-0.5,-2447.5
4838,322,3496,-0.5,-2448.0
4839,322,3497,-0.5,-2448.5
4840,322,3498,-0.5,-2449.0
4841,322,3499,-0.5,-2449.5
4842,322,3500,-0.5,-2450.0
4843,322,3500,-1.0,-2451.0
4844,322,3501,-0.5,-2451.5
4845,322,3502,-0.5,-2452.0
4846,322,3503,-0.5,-2452.5
4847,322,3504,-0.5,-2453.0
4848,322,3504,-1.0,-2454.0
4849,322,3505,-0.5,-2454.5
4850,322,3506,-0.5,-2455.0
4851,322,3507,-0.5,-2455.5
4852,322,3507,-1.0,-2456.5
4853,322,3508,-0.5,-2457.0
4854,322,3508,-1.0,-2458.0
4855,322,3509,-0.5,-2458.5
4856,322,3510,-0.5,-2459.0
4857,322,3511,-0.5,-2459.5
4858,322,3512,-0.5,-2460.0
4859,322,3512,-1.0,-2461.0
4860,322,3513,-0.5,-2461.5
4861,322,3514,-0.5,-2462.0
4862,322,3515,-0.5,-2462.5
4863,322,3516,-0.5,-2463.0
4864,322,3517,-0.5,-2463.5
4865,322,3518,-0.5,-2464.0
4866,322,3519,-0.5,-2464.5
4867,322,3520,-0.5,-2465.0
4868,322,3521,-0.5,-2465.5
4869,322,3522,-0.5,-2466.0
4870,322,3523,-0.5,-2466.5
4871,322,3524,-0.5,-2467.0
4872,322,3525,-0.5,-2467.5
4873,322,3526,-0.5,-2468.0
4874,322,3527,-0.5,-2468.5
4875,322,3528,-0.5,-2469.0
4876,322,3529,-0.5,-2469.5
4877,322,3530,-0.5,-2470.0
4878,322,3531,-0.5,-2470.5
4879,322,3532,-0.5,-2471.0
4880,322,3533,-0.5,-2471.5
4881,322,3534,-0.5,-2472.0
4882,322,3535,-0.5,-2472.5
4883,322,3536,-0.5,-2473.0
4884,322,3537,-0.5,-2473.5
4885,322,3538,-0.5,-2474.0
4886,322,3538,-1.0,-2475.0
4887,322,3538,-1.0,-2476.0
4888,322,3539,-0.5,-2476.5
4889,322,3540,-0.5,-2477.0
4890,322,3540,-1.0,-2478.0
4891,322,3541,-0.5,-2478.5
4892,322,3542,-0.5,-2479.0
4893,322,3543,-0.5,-2479.5
4894,322,3544,-0.5,-2480.0
4895,322,3545,-0.5,-2480.5
4896,322,3546,-0.5,-2481.0
4897,322,3547,-0.5,-2481.5
4898,322,3548,-0.5,-2482.0
4899,322,3549,-0.5,-2482.5
4900,322,3550,-0.5,-2483.0
4901,322,3551,-0.5,-2483.5
4902,322,3551,-1.0,-2484.5
4903,322,3552,-0.5,-2485.0
4904,322,3552,-1.0,-2486.0
4905,322,3552,-1.0,-2487.0
4906,322,3553,-0.5,-2487.5
4907,322,3554,-0.5,-2488.0
4908,322,3555,-0.5,-2488.5
4909,322,3556,-0.5,-2489.0
4910,322,3557,-0.5,-2489.5
4911,322,3558,-0.5,-2490.0
4912,322,3559,-0.5,-2490.5
4913,322,3560,-0.5,-2491.0
4914,322,3561,-0.5,-2491.5
4915,322,3562,-0.5,-2492.0
4916,322,3563,-0.5,-2492.5
4917,322,3564,-0.5,-2493.0
4918,322,3564,-1.0,-2494.0
4919,322,3564,-1.0,-2495.0
4920,322,3565,-0.5,-2495.5
4921,322,3565,-1.0,-2496.5
4922,322,3566,-0.5,-2497.0
4923,322,3567,-0.5,-2497.5
4924,322,3568,-0.5,-2498.0
4925,322,3569,-0.5,-2498.5
4926,322,3570,-0.5,-2499.0
4927,322,3571,-0.5,-2499.5
4928,322,3572,-0.5,-2500.0
4929,322,3573,-0.5,-2500.5
4930,322,3574,-0.5,-2501.0
4931,322,3574,-1.0,-2502.0
4932,322,3574,-1.0,-2503.0
4933,322,3575,-0.5,-2503.5
4934,322,3576,-0.5,-2504.0
4935,322,3577,-0.5,-2504.5
4936,322,3577,-1.0,-2505.5
4937,322,3578,-0.5,-2506.0
4938,322,3579,-0.5,-2506.5
4939,322,3579,-1.0,-2507.5
4940,322,3580,-0.5,-2508.0
4941,322,3581,-0.5,-2508.5
4942,322,3582,-0.5,-2509.0
4943,322,3583,-0.5,-2509.5
4944,322,3584,-0.5,-2510.0
4945,322,3585,-0.5,-2510.5
4946,322,3586,-0.5,-2511.0
4947,322,3586,-1.0,-2512.0
4948,322,3586,-1.0,-2513.0
4949,322,3587,-0.5,-2513.5
4950,322,3588,-0.5,-2514.0
4951,322,3589,-0.5,-2514.5
4952,322,3590,-0.5,-2515.0
4953,322,3591,-0.5,-2515.5
4954,322,3592,-0.5,-2516.0
4955,322,3593,-0.5,-2516.5
4956,322,3593,-1.0,-2517.5
4957,322,3593,-1.0,-2518.5
4958,322,3594,-0.5,-2519.0
4959,322,3595,-0.5,-2519.5
4960,322,3596,-0.5,-2520.0
4961,322,3597,-0.5,-2520.5
4962,322,3597,-1.0,-2521.5
4963,322,3597,-1.0,-2522.5
4964,322,3598,-0.5,-2523.0
4965,322,3599,-0.5,-2523.5
4966,322,3600,-0.5,-2524.0
4967,322,3600,-1.0,-2525.0
4968,322,3600,-1.0,-2526.0
4969,322,3600,-1.0,-2527.0
4970,322,3601,-0.5,-2527.5
4971,322,3602,-0.5,-2528.0
4972,322,3603,-0.5,-2528.5
4973,322,3603,-1.0,-2529.5
4974,322,3604,-0.5,-2530.0
4975,322,3605,-0.5,-2530.5
4976,322,3606,-0.5,-2531.0
4977,322,3607,-0.5,-2531.5
4978,322,3608,-0.5,-2532.0
4979,322,3609,-0.5,-2532.5
4980,322,3609,-1.0,-2533.5
4981,322,3610,-0.5,-2534.0
4982,322,3611,-0.5,-2534.5
4983,322,3612,-0.5,-2535.0
4984,322,3613,-0.5,-2535.5
4985,322,3614,-0.5,-2536.0
4986,322,3615,-0.5,-2536.5
4987,322,3616,-0.5,-2537.0
4988,322,3616,-1.0,-2538.0
4989,322,3617,-0.5,-2538.5
4990,322,3618,-0.5,-2539.0
4991,322,3618,-1.0,-2540.0
4992,322,3619,-0.5,-2540.5
4993,322,3620,-0.5,-2541.0
4994,322,3621,-0.5,-2541.5
4995,322,3622,-0.5,-2542.0
4996,322,3623,-0.5,-2542.5
4997,322,3624,-0.5,-2543.0
4998,322,3625,-0.5,-2543.5
4999,322,3625,-1.0,-2544.5
5000,322,3625,-1.0,-2545.5
5001,322,3626,-0.5,-2546.0
5002,322,3627,-0.5,-2546.5
5003,322,3627,-1.0,-2547.5
5004,322,3628,-0.5,-2548.0
5005,322,3629,-0.5,-2548.5
5006,322,3630,-0.5,-2549.0
5007,322,3631,-0.5,-2549.5
5008,322,3632,-0.5,-2550.0
5009,322,3632,-1.0,-2551.0
5010,322,3633,-0.5,-2551.5
5011,322,3634,-0.5,-2552.0
5012,322,3635,-0.5,-2552.5
5013,322,3636,-0.5,-2553.0
5014,322,3637,-0.5,-2553.5
5015,322,3638,-0.5,-2554.0
5016,322,3639,-0.5,-2554.5
5017,322,3640,-0.5,-2555.0
5018,322,3641,-0.5,-2555.5
5019,322,3642,-0.5,-2556.0
5020,322,3643,-0.5,-2556.5
5021,322,3643,-1.0,-2557.5
5022,322,3644,-0.5,-2558.0
5023,322,3645,-0.5,-2558.5
5024,322,3645,-1.0,-2559.5
5025,322,3646,-0.5,-2560.0
5026,322,3647,-0.5,-2560.5
5027,322,3648,-0.5,-2561.0
5028,322,3649,-0.5,-2561.5
5029,322,3650,-0.5,-2562.0
5030,322,3651,-0.5,-2562.5
5031,322,3651,-1.0,-2563.5
5032,322,3652,-0.5,-2564.0
5033,322,3653,-0.5,-2564.5
5034,322,3653,-1.0,-2565.5
5035,322,3654,-0.5,-2566.0
5036,322,3655,-0.5,-2566.5
5037,322,3655,-1.0,-2567.5
5038,322,3656,-0.5,-2568.0
5039,322,3657,-0.5,-2568.5
5040,322,3657,-1.0,-2569.5
5041,322,3658,-0.5,-2570.0
5042,322,3659,-0.5,-2570.5
5043,322,3660,-0.5,-2571.0
5044,322,3661,-0.5,-2571.5
5045,322,3661,-1.0,-2572.5
5046,322,3661,-1.0,-2573.5
5047,322,3661,-1.0,-2574.5
5048,322,3661,-1.0,-2575.5
5049,322,3661,-1.0,-2576.5
5050,322,3661,-1.0,-2577.5
5051,322,3661,-1.0,-2578.5
5052,322,3661,-1.0,-2579.5
5053,322,3661,-1.0,-2580.5
5054,322,3662,-0.5,-2581.0
5055,322,3663,-0.5,-2581.5
5056,322,3663,-1.0,-2582.5
5057,322,3664,-0.5,-2583.0
5058,322,3665,-0.5,-2583.5
5059,322,3666,-0.5,-2584.0
5060,322,3666,-1.0,-2585.0
5061,322,3667,-0.5,-2585.5
5062,322,3668,-0.5,-2586.0
5063,322,3669,-0.5,-2586.5
5064,322,3670,-0.5,-2587.0
5065,322,3671,-0.5,-2587.5
5066,322,3671,-1.0,-2588.5
5067,322,3671,-1.0,-2589.5
5068,322,3671,-1.0,-2590.5
5069,322,3671,-1.0,-2591.5
5070,322,3672,-0.5,-2592.0
5071,322,3672,-1.0,-2593.0
5072,322,3672,-1.0,-2594.0
5073,322,3673,-0.5,-2594.5
5074,322,3674,-0.5,-2595.0
5075,322,3675,-0.5,-2595.5
5076,322,3676,-0.5,-2596.0
5077,322,3677,-0.5,-2596.5
5078,322,3678,-0.5,-2597.0
5079,322,3679,-0.5,-2597.5
5080,322,3680,-0.5,-2598.0
5081,322,3681,-0.5,-2598.5
5082,322,3682,-0.5,-2599.0
5083,322,3683,-0.5,-2599.5
5084,322,3683,-1.0,-2600.5
5085,322,3684,-0.5,-2601.0
5086,322,3685,-0.5,-2601.5
5087,322,3686,-0.5,-2602.0
5088,322,3687,-0.5,-2602.5
5089,322,3688,-0.5,-2603.0
5090,322,3689,-0.5,-2603.5
5091,322,3690,-0.5,-2604.0
5092,322,3691,-0.5,-2604.5
5093,322,3692,-0.5,-2605.0
5094,322,3693,-0.5,-2605.5
5095,322,3694,-0.5,-2606.0
5096,322,3695,-0.5,-2606.5
5097,322,3696,-0.5,-2607.0
5098,322,3697,-0.5,-2607.5
5099,322,3697,-1.0,-2608.5
5100,322,3698,-0.5,-2609.0
5101,322,3699,-0.5,-2609.5
5102,322,3700,-0.5,-2610.0
5103,322,3701,-0.5,-2610.5
5104,322,3702,-0.5,-2611.0
5105,322,3703,-0.5,-2611.5
5106,322,3704,-0.5,-2612.0
5107,322,3705,-0.5,-2612.5
5108,322,3706,-0.5,-2613.0
5109,322,3707,-0.5,-2613.5
5110,322,3708,-0.5,-2614.0
5111,322,3709,-0.5,-2614.5
5112,322,3709,-1.0,-2615.5
5113,322,3710,-0.5,-2616.0
5114,322,3711,-0.5,-2616.5
5115,322,3711,-1.0,-2617.5
5116,322,3712,-0.5,-2618.0
5117,322,3713,-0.5,-2618.5
5118,322,3714,-0.5,-2619.0
5119,322,3715,-0.5,-2619.5
5120,322,3716,-0.5,-2620.0
5121,322,3717,-0.5,-2620.5
5122,322,3718,-0.5,-2621.0
5123,322,3719,-0.5,-2621.5
5124,322,3720,-0.5,-2622.0
5125,322,3721,-0.5,-2622.5
5126,322,3722,-0.5,-2623.0
5127,322,3723,-0.5,-2623.5
5128,322,3724,-0.5,-2624.0
5129,322,3725,-0.5,-2624.5
5130,322,3726,-0.5,-2625.0
5131,322,3727,-0.5,-2625.5
5132,322,3728,-0.5,-2626.0
5133,322,3729,-0.5,-2626.5
5134,322,3730,-0.5,-2627.0
5135,322,3731,-0.5,-2627.5
5136,322,3732,-0.5,-2628.0
5137,322,3733,-0.5,-2628.5
5138,322,3734,-0.5,-2629.0
5139,322,3735,-0.5,-2629.5
5140,322,3736,-0.5,-2630.0
5141,322,3736,-1.0,-2631.0
5142,322,3736,-1.0,-2632.0
5143,322,3737,-0.5,-2632.5
5144,322,3738,-0.5,-2633.0
5145,322,3739,-0.5,-2633.5
5146,322,3740,-0.5,-2634.0
5147,322,3740,-1.0,-2635.0
5148,322,3740,-1.0,-2636.0
5149,322,3740,-1.0,-2637.0
5150,322,3740,-1.0,-2638.0
5151,322,3740,-1.0,-2639.0
5152,322,3740,-1.0,-2640.0
5153,322,3741,-0.5,-2640.5
5154,322,3741,-1.0,-2641.5
5155,322,3741,-1.0,-2642.5
5156,322,3742,-0.5,-2643.0
5157,322,3742,-1.0,-2644.0
5158,322,3743,-0.5,-2644.5
5159,322,3744,-0.5,-2645.0
5160,322,3745,-0.5,-2645.5
5161,322,3746,-0.5,-2646.0
5162,322,3747,-0.5,-2646.5
5163,322,3747,-1.0,-2647.5
5164,322,3748,-0.5,-2648.0
5165,322,3749,-0.5,-2648.5
5166,322,3750,-0.5,-2649.0
5167,322,3750,-1.0,-2650.0
5168,322,3751,-0.5,-2650.5
5169,322,3752,-0.5,-2651.0
5170,322,3753,-0.5,-2651.5
5171,322,3754,-0.5,-2652.0
5172,322,3755,-0.5,-2652.5
5173,322,3756,-0.5,-2653.0
5174,322,3757,-0.5,-2653.5
5175,322,3758,-0.5,-2654.0
5176,322,3759,-0.5,-2654.5
5177,322,3760,-0.5,-2655.0
5178,322,3761,-0.5,-2655.5
5179,322,3762,-0.5,-2656.0
5180,322,3763,-0.5,-2656.5
5181,322,3763,-1.0,-2657.5
5182,322,3764,-0.5,-2658.0
5183,322,3765,-0.5,-2658.5
5184,322,3766,-0.5,-2659.0
5185,322,3767,-0.5,-2659.5
5186,322,3767,-1.0,-2660.5
5187,322,3768,-0.5,-2661.0
5188,322,3769,-0.5,-2661.5
5189,322,3770,-0.5,-2662.0
5190,322,3771,-0.5,-2662.5
5191,322,3772,-0.5,-2663.0
5192,322,3773,-0.5,-2663.5
5193,322,3774,-0.5,-2664.0
5194,322,3775,-0.5,-2664.5
5195,322,3776,-0.5,-2665.0
5196,322,3777,-0.5,-2665.5
5197,322,3778,-0.5,-2666.0
5198,322,3779,-0.5,-2666.5
5199,322,3780,-0.5,-2667.0
5200,322,3781,-0.5,-2667.5
5201,322,3782,-0.5,-2668.0
5202,322,3783,-0.5,-2668.5
5203,322,3784,-0.5,-2669.0
5204,322,3785,-0.5,-2669.5
5205,322,3786,-0.5,-2670.0
5206,322,3786,-1.0,-2671.0
5207,322,3787,-0.5,-2671.5
5208,322,3788,-0.5,-2672.0
5209,322,3789,-0.5,-2672.5
5210,322,3790,-0.5,-2673.0
5211,322,3790,-1.0,-2674.0
5212,322,3791,-0.5,-2674.5
5213,322,3791,-1.0,-2675.5
5214,322,3792,-0.5,-2676.0
5215,322,3793,-0.5,-2676.5
5216,322,3793,-1.0,-2677.5
5217,322,3794,-0.5,-2678.0
5218,322,3795,-0.5,-2678.5
5219,322,3796,-0.5,-2679.0
5220,322,3797,-0.5,-2679.5
5221,322,3798,-0.5,-2680.0
5222,322,3799,-0.5,-2680.5
5223,322,3800,-0.5,-2681.0
5224,322,3801,-0.5,-2681.5
5225,322,3802,-0.5,-2682.0
5226,322,3803,-0.5,-2682.5
5227,322,3804,-0.5,-2683.0
5228,322,3805,-0.5,-2683.5
5229,322,3806,-0.5,-2684.0
5230,322,3807,-0.5,-2684.5
5231,322,3808,-0.5,-2685.0
5232,322,3809,-0.5,-2685.5
5233,322,3810,-0.5,-2686.0
5234,322,3811,-0.5,-2686.5
5235,322,3812,-0.5,-2687.0
5236,322,3813,-0.5,-2687.5
5237,322,3814,-0.5,-2688.0
5238,322,3814,-1.0,-2689.0
5239,322,3815,-0.5,-2689.5
5240,322,3816,-0.5,-2690.0
5241,322,3817,-0.5,-2690.5
5242,322,3818,-0.5,-2691.0
5243,322,3818,-1.0,-2692.0
5244,322,3819,-0.5,-2692.5
5245,322,3820,-0.5,-2693.0
5246,322,3821,-0.5,-2693.5
5247,322,3822,-0.5,-2694.0
5248,322,3822,-1.0,-2695.0
5249,322,3823,-0.5,-2695.5
5250,322,3824,-0.5,-2696.0
5251,322,3825,-0.5,-2696.5
5252,322,3826,-0.5,-2697.0
5253,322,3827,-0.5,-2697.5
5254,322,3828,-0.5,-2698.0
5255,322,3829,-0.5,-2698.5
5256,322,3830,-0.5,-2699.0
5257,322,3831,-0.5,-2699.5
5258,322,3832,-0.5,-2700.0
5259,322,3833,-0.5,-2700.5
5260,322,3833,-1.0,-2701.5
5261,322,3834,-0.5,-2702.0
5262,322,3835,-0.5,-2702.5
5263,322,3836,-0.5,-2703.0
5264,322,3837,-0.5,-2703.5
5265,322,3838,-0.5,-2704.0
5266,322,3839,-0.5,-2704.5
5267,322,3840,-0.5,-2705.0
5268,322,3841,-0.5,-2705.5
5269,322,3842,-0.5,-2706.0
5270,322,3843,-0.5,-2706.5
5271,322,3844,-0.5,-2707.0
5272,322,3845,-0.5,-2707.5
5273,322,3846,-0.5,-2708.0
5274,322,3847,-0.5,-2708.5
5275,322,3848,-0.5,-2709.0
5276,322,3848,-1.0,-2710.0
5277,322,3849,-0.5,-2710.5
5278,322,3849,-1.0,-2711.5
5279,322,3850,-0.5,-2712.0
5280,322,3850,-1.0,-2713.0
5281,322,3851,-0.5,-2713.5
5282,322,3852,-0.5,-2714.0
5283,322,3853,-0.5,-2714.5
5284,322,3854,-0.5,-2715.0
5285,322,3854,-1.0,-2716.0
5286,322,3855,-0.5,-2716.5
5287,322,3856,-0.5,-2717.0
5288,322,3856,-1.0,-2718.0
5289,322,3857,-0.5,-2718.5
5290,322,3858,-0.5,-2719.0
5291,322,3858,-1.0,-2720.0
5292,322,3859,-0.5,-2720.5
5293,322,3859,-1.0,-2721.5
5294,322,3859,-1.0,-2722.5
5295,322,3859,-1.0,-2723.5
5296,322,3860,-0.5,-2724.0
5297,322,3860,-1.0,-2725.0
5298,322,3861,-0.5,-2725.5
5299,322,3861,-1.0,-2726.5
5300,322,3861,-1.0,-2727.5
5301,322,3862,-0.5,-2728.0
5302,322,3862,-1.0,-2729.0
5303,322,3862,-1.0,-2730.0
5304,322,3863,-0.5,-2730.5
5305,322,3864,-0.5,-2731.0
5306,322,3865,-0.5,-2731.5
5307,322,3866,-0.5,-2732.0
5308,322,3867,-0.5,-2732.5
5309,322,3868,-0.5,-2733.0
5310,322,3868,-1.0,-2734.0
5311,322,3869,-0.5,-2734.5
5312,322,3869,-1.0,-2735.5
5313,322,3869,-1.0,-2736.5
5314,322,3870,-0.5,-2737.0
5315,322,3871,-0.5,-2737.5
5316,322,3872,-0.5,-2738.0
5317,322,3873,-0.5,-2738.5
5318,322,3874,-0.5,-2739.0
5319,322,3875,-0.5,-2739.5
5320,322,3876,-0.5,-2740.0
5321,322,3876,-1.0,-2741.0
5322,322,3877,-0.5,-2741.5
5323,322,3878,-0.5,-2742.0
5324,322,3879,-0.5,-2742.5
5325,322,3880,-0.5,-2743.0
5326,322,3880,-1.0,-2744.0
5327,322,3881,-0.5,-2744.5
5328,322,3882,-0.5,-2745.0
5329,322,3883,-0.5,-2745.5
5330,322,3884,-0.5,-2746.0
5331,322,3885,-0.5,-2746.5
5332,322,3886,-0.5,-2747.0
5333,322,3887,-0.5,-2747.5
5334,322,3888,-0.5,-2748.0
5335,322,3889,-0.5,-2748.5
5336,322,3890,-0.5,-2749.0
5337,322,3891,-0.5,-2749.5
5338,322,3892,-0.5,-2750.0
5339,322,3893,-0.5,-2750.5
5340,322,3894,-0.5,-2751.0
5341,322,3895,-0.5,-2751.5
5342,322,3896,-0.5,-2752.0
5343,322,3897,-0.5,-2752.5
5344,322,3898,-0.5,-2753.0
5345,322,3899,-0.5,-2753.5
5346,322,3900,-0.5,-2754.0
5347,322,3901,-0.5,-2754.5
5348,322,3902,-0.5,-2755.0
5349,322,3903,-0.5,-2755.5
5350,322,3904,-0.5,-2756.0
5351,322,3905,-0.5,-2756.5
5352,322,3906,-0.5,-2757.0
5353,322,3907,-0.5,-2757.5
5354,322,3908,-0.5,-2758.0
5355,322,3909,-0.5,-2758.5
5356,322,3910,-0.5,-2759.0
5357,322,3911,-0.5,-2759.5
5358,322,3911,-1.0,-2760.5
5359,322,3912,-0.5,-2761.0
5360,322,3913,-0.5,-2761.5
5361,322,3914,-0.5,-2762.0
5362,322,3915,-0.5,-2762.5
5363,322,3916,-0.5,-2763.0
5364,322,3917,-0.5,-2763.5
5365,322,3918,-0.5,-2764.0
5366,322,3918,-1.0,-2765.0
5367,322,3919,-0.5,-2765.5
5368,322,3919,-1.0,-2766.5
5369,322,3920,-0.5,-2767.0
5370,322,3920,-1.0,-2768.0
5371,322,3920,-1.0,-2769.0
5372,322,3920,-1.0,-2770.0
5373,322,3921,-0.5,-2770.5
5374,322,3922,-0.5,-2771.0
5375,322,3922,-1.0,-2772.0
5376,322,3922,-1.0,-2773.0
5377,322,3923,-0.5,-2773.5
5378,322,3923,-1.0,-2774.5
5379,322,3923,-1.0,-2775.5
5380,322,3923,-1.0,-2776.5
5381,322,3924,-0.5,-2777.0
5382,322,3924,-1.0,-2778.0
5383,322,3925,-0.5,-2778.5
5384,322,3926,-0.5,-2779.0
5385,322,3926,-1.0,-2780.0
5386,322,3927,-0.5,-2780.5
5387,322,3928,-0.5,-2781.0
5388,322,3929,-0.5,-2781.5
5389,322,3930,-0.5,-2782.0
5390,322,3931,-0.5,-2782.5
5391,322,3932,-0.5,-2783.0
5392,322,3933,-0.5,-2783.5
5393,322,3934,-0.5,-2784.0
5394,322,3935,-0.5,-2784.5
5395,322,3936,-0.5,-2785.0
5396,322,3937,-0.5,-2785.5
5397,322,3938,-0.5,-2786.0
5398,322,3939,-0.5,-2786.5
5399,322,3940,-0.5,-2787.0
5400,322,3941,-0.5,-2787.5
5401,322,3942,-0.5,-2788.0
5402,322,3943,-0.5,-2788.5
5403,322,3944,-0.5,-2789.0
5404,322,3945,-0.5,-2789.5
5405,322,3946,-0.5,-2790.0
5406,322,3947,-0.5,-2790.5
5407,322,3948,-0.5,-2791.0
5408,322,3949,-0.5,-2791.5
5409,322,3950,-0.5,-2792.0
5410,322,3950,-1.0,-2793.0
5411,322,3951,-0.5,-2793.5
5412,322,3952,-0.5,-2794.0
5413,322,3953,-0.5,-2794.5
5414,322,3954,-0.5,-2795.0
5415,322,3955,-0.5,-2795.5
5416,322,3956,-0.5,-2796.0
5417,322,3957,-0.5,-2796.5
5418,322,3958,-0.5,-2797.0
5419,322,3958,-1.0,-2798.0
5420,322,3959,-0.5,-2798.5
5421,322,3959,-1.0,-2799.5
5422,322,3959,-1.0,-2800.5
5423,322,3960,-0.5,-2801.0
5424,322,3960,-1.0,-2802.0
5425,322,3960,-1.0,-2803.0
5426,322,3961,-0.5,-2803.5
5427,322,3962,-0.5,-2804.0
5428,322,3963,-0.5,-2804.5
5429,322,3964,-0.5,-2805.0
5430,322,3965,-0.5,-2805.5
5431,322,3966,-0.5,-2806.0
5432,322,3967,-0.5,-2806.5
5433,322,3968,-0.5,-2807.0
5434,322,3969,-0.5,-2807.5
5435,322,3970,-0.5,-2808.0
5436,322,3971,-0.5,-2808.5
5437,322,3972,-0.5,-2809.0
5438,322,3973,-0.5,-2809.5
5439,322,3974,-0.5,-2810.0
5440,322,3974,-1.0,-2811.0
5441,322,3975,-0.5,-2811.5
5442,322,3976,-0.5,-2812.0
5443,322,3977,-0.5,-2812.5
5444,322,3977,-1.0,-2813.5
5445,322,3978,-0.5,-2814.0
5446,322,3979,-0.5,-2814.5
5447,322,3980,-0.5,-2815.0
5448,322,3981,-0.5,-2815.5
5449,322,3982,-0.5,-2816.0
5450,322,3983,-0.5,-2816.5
5451,322,3984,-0.5,-2817.0
5452,322,3985,-0.5,-2817.5
5453,322,3985,-1.0,-2818.5
5454,322,3986,-0.5,-2819.0
5455,322,3986,-1.0,-2820.0
5456,322,3986,-1.0,-2821.0
5457,322,3986,-1.0,-2822.0
5458,322,3987,-0.5,-2822.5
5459,322,3987,-1.0,-2823.5
5460,322,3987,-1.0,-2824.5
5461,322,3988,-0.5,-2825.0
5462,322,3988,-1.0,-2826.0
5463,322,3988,-1.0,-2827.0
5464,322,3988,-1.0,-2828.0
5465,322,3988,-1.0,-2829.0
5466,322,3988,-1.0,-2830.0
5467,322,3988,-1.0,-2831.0
5468,322,3989,-0.5,-2831.5
5469,322,3990,-0.5,-2832.0
5470,322,3991,-0.5,-2832.5
5471,322,3992,-0.5,-2833.0
5472,322,3993,-0.5,-2833.5
5473,322,3994,-0.5,-2834.0
5474,322,3995,-0.5,-2834.5
5475,322,3996,-0.5,-2835.0
5476,322,3997,-0.5,-2835.5
5477,322,3998,-0.5,-2836.0
5478,322,3998,-1.0,-2837.0
5479,322,3998,-1.0,-2838.0
5480,322,3999,-0.5,-2838.5
5481,322,3999,-1.0,-2839.5
5482,322,4000,-0.5,-2840.0
5483,322,4001,-0.5,-2840.5
5484,322,4002,-0.5,-2841.0
5485,322,4003,-0.5,-2841.5
5486,322,4004,-0.5,-2842.0
5487,322,4005,-0.5,-2842.5
5488,322,4006,-0.5,-2843.0
5489,322,4007,-0.5,-2843.5
5490,322,4008,-0.5,-2844.0
5491,322,4009,-0.5,-2844.5
5492,322,4009,-1.0,-2845.5
5493,322,4009,-1.0,-2846.5
5494,322,4010,-0.5,-2847.0
5495,322,4011,-0.5,-2847.5
5496,322,4011,-1.0,-2848.5
5497,322,4012,-0.5,-2849.0
5498,322,4012,-1.0,-2850.0
5499,322,4013,-0.5,-2850.5
5500,322,4013,-1.0,-2851.5
5501,322,4013,-1.0,-2852.5
5502,322,4014,-0.5,-2853.0
5503,322,4015,-0.5,-2853.5
5504,322,4016,-0.5,-2854.0
5505,322,4017,-0.5,-2854.5
5506,322,4018,-0.5,-2855.0
5507,322,4018,-1.0,-2856.0
5508,322,4019,-0.5,-2856.5
5509,322,4020,-0.5,-2857.0
5510,322,4021,-0.5,-2857.5
5511,322,4022,-0.5,-2858.0
5512,322,4023,-0.5,-2858.5
5513,322,4024,-0.5,-2859.0
5514,322,4025,-0.5,-2859.5
5515,322,4026,-0.5,-2860.0
5516,322,4027,-0.5,-2860.5
5517,322,4028,-0.5,-2861.0
5518,322,4028,-1.0,-2862.0
5519,322,4028,-1.0,-2863.0
5520,322,4028,-1.0,-2864.0
5521,322,4028,-1.0,-2865.0
5522,322,4028,-1.0,-2866.0
5523,322,4028,-1.0,-2867.0
5524,322,4029,-0.5,-2867.5
5525,322,4030,-0.5,-2868.0
5526,322,4030,-1.0,-2869.0
5527,322,4030,-1.0,-2870.0
5528,322,4030,-1.0,-2871.0
5529,322,4031,-0.5,-2871.5
5530,322,4031,-1.0,-2872.5
5531,322,4032,-0.5,-2873.0
5532,322,4033,-0.5,-2873.5
5533,322,4034,-0.5,-2874.0
5534,322,4035,-0.5,-2874.5
5535,322,4036,-0.5,-2875.0
5536,322,4037,-0.5,-2875.5
