time_step,unique_cells_visited,revisits,reward,total_reward
2550,270,1782,-0.5,-1121.0
2551,270,1783,-0.5,-1121.5
2552,270,1784,-0.5,-1122.0
2553,270,1785,-0.5,-1122.5
2554,270,1786,-0.5,-1123.0
2555,270,1787,-0.5,-1123.5
2556,270,1788,-0.5,-1124.0
2557,270,1789,-0.5,-1124.5
2558,270,1790,-0.5,-1125.0
2559,270,1791,-0.5,-1125.5
2560,270,1792,-0.5,-1126.0
2561,270,1792,-1.0,-1127.0
2562,270,1793,-0.5,-1127.5
2563,270,1794,-0.5,-1128.0
2564,270,1795,-0.5,-1128.5
2565,270,1796,-0.5,-1129.0
2566,270,1797,-0.5,-1129.5
2567,270,1798,-0.5,-1130.0
2568,270,1799,-0.5,-1130.5
2569,270,1800,-0.5,-1131.0
2570,270,1801,-0.5,-1131.5
2571,270,1802,-0.5,-1132.0
2572,270,1803,-0.5,-1132.5
2573,270,1804,-0.5,-1133.0
2574,270,1804,-1.0,-1134.0
2575,270,1805,-0.5,-1134.5
2576,270,1806,-0.5,-1135.0
2577,270,1807,-0.5,-1135.5
2578,270,1808,-0.5,-1136.0
2579,270,1809,-0.5,-1136.5
2580,270,1810,-0.5,-1137.0
2581,270,1811,-0.5,-1137.5
2582,270,1812,-0.5,-1138.0
2583,270,1813,-0.5,-1138.5
2584,270,1814,-0.5,-1139.0
2585,270,1815,-0.5,-1139.5
2586,270,1816,-0.5,-1140.0
2587,270,1817,-0.5,-1140.5
2588,270,1818,-0.5,-1141.0
2589,270,1819,-0.5,-1141.5
2590,270,1820,-0.5,-1142.0
2591,270,1821,-0.5,-1142.5
2592,270,1822,-0.5,-1143.0
2593,270,1823,-0.5,-1143.5
2594,270,1824,-0.5,-1144.0
2595,270,1825,-0.5,-1144.5
2596,270,1826,-0.5,-1145.0
2597,270,1827,-0.5,-1145.5
2598,270,1828,-0.5,-1146.0
2599,270,1829,-0.5,-1146.5
2600,270,1830,-0.5,-1147.0
2601,270,1831,-0.5,-1147.5
2602,270,1832,-0.5,-1148.0
2603,270,1832,-1.0,-1149.0
2604,270,1833,-0.5,-1149.5
2605,270,1834,-0.5,-1150.0
2606,270,1835,-0.5,-1150.5
2607,270,1836,-0.5,-1151.0
2608,270,1837,-0.5,-1151.5
2609,270,1838,-0.5,-1152.0
2610,270,1839,-0.5,-1152.5
2611,270,1840,-0.5,-1153.0
2612,270,1841,-0.5,-1153.5
2613,270,1842,-0.5,-1154.0
2614,270,1843,-0.5,-1154.5
2615,270,1844,-0.5,-1155.0
2616,270,1845,-0.5,-1155.5
2617,270,1846,-0.5,-1156.0
2618,270,1847,-0.5,-1156.5
2619,270,1848,-0.5,-1157.0
2620,270,1849,-0.5,-1157.5
2621,270,1850,-0.5,-1158.0
2622,270,1850,-1.0,-1159.0
2623,270,1851,-0.5,-1159.5
2624,270,1852,-0.5,-1160.0
2625,270,1853,-0.5,-1160.5
2626,270,1854,-0.5,-1161.0
2627,270,1855,-0.5,-1161.5
2628,270,1856,-0.5,-1162.0
2629,270,1857,-0.5,-1162.5
2630,270,1858,-0.5,-1163.0
2631,270,1858,-1.0,-1164.0
2632,270,1859,-0.5,-1164.5
2633,270,1860,-0.5,-1165.0
2634,270,1860,-1.0,-1166.0
2635,270,1860,-1.0,-1167.0
2636,270,1861,-0.5,-1167.5
2637,270,1862,-0.5,-1168.0
2638,270,1863,-0.5,-1168.5
2639,270,1864,-0.5,-1169.0
2640,270,1864,-1.0,-1170.0
2641,270,1864,-1.0,-1171.0
2642,270,1865,-0.5,-1171.5
2643,270,1866,-0.5,-1172.0
2644,270,1867,-0.5,-1172.5
2645,270,1868,-0.5,-1173.0
2646,270,1869,-0.5,-1173.5
2647,270,1870,-0.5,-1174.0
2648,270,1871,-0.5,-1174.5
2649,270,1871,-1.0,-1175.5
2650,270,1872,-0.5,-1176.0
2651,270,1873,-0.5,-1176.5
2652,270,1874,-0.5,-1177.0
2653,270,1875,-0.5,-1177.5
2654,270,1876,-0.5,-1178.0
2655,270,1877,-0.5,-1178.5
2656,270,1878,-0.5,-1179.0
2657,271,1878,1.0,-1178.0
2658,271,1878,-1.0,-1179.0
2659,271,1878,-1.0,-1180.0
2660,271,1878,-1.0,-1181.0
2661,271,1878,-1.0,-1182.0
2662,271,1879,-0.5,-1182.5
2663,271,1880,-0.5,-1183.0
2664,271,1881,-0.5,-1183.5
2665,271,1882,-0.5,-1184.0
2666,271,1882,-1.0,-1185.0
2667,271,1883,-0.5,-1185.5
2668,271,1884,-0.5,-1186.0
2669,271,1884,-1.0,-1187.0
2670,271,1885,-0.5,-1187.5
2671,271,1885,-1.0,-1188.5
2672,271,1885,-1.0,-1189.5
2673,271,1886,-0.5,-1190.0
2674,271,1887,-0.5,-1190.5
2675,271,1887,-1.0,-1191.5
2676,271,1888,-0.5,-1192.0
2677,271,1889,-0.5,-1192.5
2678,271,1890,-0.5,-1193.0
2679,271,1891,-0.5,-1193.5
2680,271,1892,-0.5,-1194.0
2681,271,1893,-0.5,-1194.5
2682,271,1894,-0.5,-1195.0
2683,271,1894,-1.0,-1196.0
2684,271,1894,-1.0,-1197.0
2685,271,1894,-1.0,-1198.0
2686,271,1894,-1.0,-1199.0
2687,271,1894,-1.0,-1200.0
2688,271,1895,-0.5,-1200.5
2689,271,1896,-0.5,-1201.0
2690,271,1896,-1.0,-1202.0
2691,271,1897,-0.5,-1202.5
2692,271,1897,-1.0,-1203.5
2693,271,1898,-0.5,-1204.0
2694,271,1899,-0.5,-1204.5
2695,271,1899,-1.0,-1205.5
2696,271,1900,-0.5,-1206.0
2697,271,1901,-0.5,-1206.5
2698,271,1902,-0.5,-1207.0
2699,271,1902,-1.0,-1208.0
2700,271,1903,-0.5,-1208.5
2701,271,1904,-0.5,-1209.0
2702,271,1905,-0.5,-1209.5
2703,271,1905,-1.0,-1210.5
2704,271,1905,-1.0,-1211.5
2705,271,1906,-0.5,-1212.0
2706,271,1907,-0.5,-1212.5
2707,271,1908,-0.5,-1213.0
2708,271,1909,-0.5,-1213.5
2709,271,1910,-0.5,-1214.0
2710,271,1911,-0.5,-1214.5
2711,271,1912,-0.5,-1215.0
2712,271,1913,-0.5,-1215.5
2713,271,1914,-0.5,-1216.0
2714,271,1915,-0.5,-1216.5
2715,271,1916,-0.5,-1217.0
2716,271,1917,-0.5,-1217.5
2717,271,1918,-0.5,-1218.0
2718,271,1919,-0.5,-1218.5
2719,271,1920,-0.5,-1219.0
2720,271,1920,-1.0,-1220.0
2721,271,1921,-0.5,-1220.5
2722,271,1922,-0.5,-1221.0
2723,271,1923,-0.5,-1221.5
2724,271,1924,-0.5,-1222.0
2725,272,1924,1.0,-1221.0
2726,273,1924,1.0,-1220.0
2727,273,1925,-0.5,-1220.5
2728,273,1926,-0.5,-1221.0
2729,273,1927,-0.5,-1221.5
2730,274,1927,1.0,-1220.5
2731,274,1928,-0.5,-1221.0
2732,274,1928,-1.0,-1222.0
2733,274,1929,-0.5,-1222.5
2734,274,1929,-1.0,-1223.5
2735,274,1929,-1.0,-1224.5
2736,274,1929,-1.0,-1225.5
2737,274,1930,-0.5,-1226.0
2738,274,1931,-0.5,-1226.5
2739,274,1932,-0.5,-1227.0
2740,274,1933,-0.5,-1227.5
2741,274,1934,-0.5,-1228.0
2742,274,1935,-0.5,-1228.5
2743,274,1936,-0.5,-1229.0
2744,274,1937,-0.5,-1229.5
2745,274,1938,-0.5,-1230.0
2746,274,1939,-0.5,-1230.5
2747,274,1940,-0.5,-1231.0
2748,274,1941,-0.5,-1231.5
2749,274,1942,-0.5,-1232.0
2750,274,1943,-0.5,-1232.5
2751,274,1944,-0.5,-1233.0
2752,274,1945,-0.5,-1233.5
2753,274,1946,-0.5,-1234.0
2754,274,1947,-0.5,-1234.5
2755,274,1948,-0.5,-1235.0
2756,274,1949,-0.5,-1235.5
2757,274,1950,-0.5,-1236.0
2758,275,1950,1.0,-1235.0
2759,276,1950,1.0,-1234.0
2760,276,1951,-0.5,-1234.5
2761,276,1952,-0.5,-1235.0
2762,276,1953,-0.5,-1235.5
2763,277,1953,1.0,-1234.5
2764,277,1953,-1.0,-1235.5
2765,277,1954,-0.5,-1236.0
2766,277,1955,-0.5,-1236.5
2767,277,1955,-1.0,-1237.5
2768,277,1956,-0.5,-1238.0
2769,277,1957,-0.5,-1238.5
2770,277,1958,-0.5,-1239.0
2771,277,1959,-0.5,-1239.5
2772,277,1960,-0.5,-1240.0
2773,277,1961,-0.5,-1240.5
2774,277,1962,-0.5,-1241.0
2775,277,1963,-0.5,-1241.5
2776,277,1964,-0.5,-1242.0
2777,277,1965,-0.5,-1242.5
2778,277,1966,-0.5,-1243.0
2779,277,1967,-0.5,-1243.5
2780,277,1968,-0.5,-1244.0
2781,278,1968,1.0,-1243.0
2782,278,1969,-0.5,-1243.5
2783,278,1969,-1.0,-1244.5
2784,278,1970,-0.5,-1245.0
2785,278,1971,-0.5,-1245.5
2786,278,1971,-1.0,-1246.5
2787,278,1972,-0.5,-1247.0
2788,278,1972,-1.0,-1248.0
2789,278,1973,-0.5,-1248.5
2790,278,1974,-0.5,-1249.0
2791,278,1974,-1.0,-1250.0
2792,278,1975,-0.5,-1250.5
2793,278,1976,-0.5,-1251.0
2794,278,1977,-0.5,-1251.5
2795,278,1977,-1.0,-1252.5
2796,278,1977,-1.0,-1253.5
2797,278,1978,-0.5,-1254.0
2798,278,1978,-1.0,-1255.0
2799,278,1979,-0.5,-1255.5
2800,278,1980,-0.5,-1256.0
2801,278,1981,-0.5,-1256.5
2802,278,1982,-0.5,-1257.0
2803,278,1983,-0.5,-1257.5
2804,278,1984,-0.5,-1258.0
2805,278,1985,-0.5,-1258.5
2806,278,1986,-0.5,-1259.0
2807,278,1987,-0.5,-1259.5
2808,278,1988,-0.5,-1260.0
2809,278,1989,-0.5,-1260.5
2810,278,1990,-0.5,-1261.0
2811,278,1991,-0.5,-1261.5
2812,278,1992,-0.5,-1262.0
2813,278,1993,-0.5,-1262.5
2814,278,1994,-0.5,-1263.0
2815,278,1995,-0.5,-1263.5
2816,278,1996,-0.5,-1264.0
2817,278,1997,-0.5,-1264.5
2818,278,1998,-0.5,-1265.0
2819,278,1999,-0.5,-1265.5
2820,278,2000,-0.5,-1266.0
2821,278,2001,-0.5,-1266.5
2822,278,2002,-0.5,-1267.0
2823,278,2003,-0.5,-1267.5
2824,278,2004,-0.5,-1268.0
2825,278,2005,-0.5,-1268.5
2826,278,2006,-0.5,-1269.0
2827,278,2007,-0.5,-1269.5
2828,278,2008,-0.5,-1270.0
2829,278,2008,-1.0,-1271.0
2830,278,2009,-0.5,-1271.5
2831,278,2009,-1.0,-1272.5
2832,278,2010,-0.5,-1273.0
2833,278,2011,-0.5,-1273.5
2834,278,2012,-0.5,-1274.0
2835,278,2013,-0.5,-1274.5
2836,278,2014,-0.5,-1275.0
2837,278,2015,-0.5,-1275.5
2838,278,2016,-0.5,-1276.0
2839,278,2017,-0.5,-1276.5
2840,278,2018,-0.5,-1277.0
2841,278,2019,-0.5,-1277.5
2842,278,2020,-0.5,-1278.0
2843,278,2021,-0.5,-1278.5
2844,278,2022,-0.5,-1279.0
2845,278,2023,-0.5,-1279.5
2846,278,2023,-1.0,-1280.5
2847,278,2023,-1.0,-1281.5
2848,278,2023,-1.0,-1282.5
2849,278,2023,-1.0,-1283.5
2850,278,2024,-0.5,-1284.0
2851,278,2025,-0.5,-1284.5
2852,278,2025,-1.0,-1285.5
2853,278,2025,-1.0,-1286.5
2854,278,2026,-0.5,-1287.0
2855,278,2027,-0.5,-1287.5
2856,278,2027,-1.0,-1288.5
2857,278,2028,-0.5,-1289.0
2858,278,2029,-0.5,-1289.5
2859,278,2029,-1.0,-1290.5
2860,278,2029,-1.0,-1291.5
2861,278,2030,-0.5,-1292.0
2862,278,2031,-0.5,-1292.5
2863,278,2031,-1.0,-1293.5
2864,278,2032,-0.5,-1294.0
2865,278,2033,-0.5,-1294.5
2866,278,2033,-1.0,-1295.5
2867,278,2033,-1.0,-1296.5
2868,278,2034,-0.5,-1297.0
2869,278,2035,-0.5,-1297.5
2870,278,2036,-0.5,-1298.0
2871,278,2037,-0.5,-1298.5
2872,278,2038,-0.5,-1299.0
2873,278,2039,-0.5,-1299.5
2874,278,2040,-0.5,-1300.0
2875,278,2041,-0.5,-1300.5
2876,278,2042,-0.5,-1301.0
2877,278,2043,-0.5,-1301.5
2878,278,2044,-0.5,-1302.0
2879,278,2045,-0.5,-1302.5
2880,278,2045,-1.0,-1303.5
2881,278,2045,-1.0,-1304.5
2882,278,2045,-1.0,-1305.5
2883,278,2046,-0.5,-1306.0
2884,278,2047,-0.5,-1306.5
2885,278,2048,-0.5,-1307.0
2886,278,2049,-0.5,-1307.5
2887,278,2050,-0.5,-1308.0
2888,278,2051,-0.5,-1308.5
2889,278,2051,-1.0,-1309.5
2890,278,2052,-0.5,-1310.0
2891,278,2052,-1.0,-1311.0
2892,278,2052,-1.0,-1312.0
2893,278,2052,-1.0,-1313.0
2894,279,2052,1.0,-1312.0
2895,279,2053,-0.5,-1312.5
2896,279,2054,-0.5,-1313.0
2897,279,2055,-0.5,-1313.5
2898,279,2056,-0.5,-1314.0
2899,279,2057,-0.5,-1314.5
2900,279,2058,-0.5,-1315.0
2901,280,2058,1.0,-1314.0
2902,280,2058,-1.0,-1315.0
2903,280,2059,-0.5,-1315.5
2904,280,2060,-0.5,-1316.0
2905,281,2060,1.0,-1315.0
2906,281,2060,-1.0,-1316.0
2907,281,2061,-0.5,-1316.5
2908,281,2061,-1.0,-1317.5
2909,281,2062,-0.5,-1318.0
2910,281,2062,-1.0,-1319.0
2911,281,2062,-1.0,-1320.0
2912,281,2062,-1.0,-1321.0
2913,282,2062,1.0,-1320.0
2914,282,2062,-1.0,-1321.0
2915,283,2062,1.0,-1320.0
2916,283,2063,-0.5,-1320.5
2917,283,2064,-0.5,-1321.0
2918,283,2064,-1.0,-1322.0
2919,283,2064,-1.0,-1323.0
2920,283,2064,-1.0,-1324.0
2921,283,2065,-0.5,-1324.5
2922,283,2066,-0.5,-1325.0
2923,284,2066,1.0,-1324.0
2924,284,2066,-1.0,-1325.0
2925,284,2066,-1.0,-1326.0
2926,284,2067,-0.5,-1326.5
2927,284,2067,-1.0,-1327.5
2928,284,2068,-0.5,-1328.0
2929,284,2068,-1.0,-1329.0
2930,285,2068,1.0,-1328.0
2931,286,2068,1.0,-1327.0
2932,286,2069,-0.5,-1327.5
2933,286,2070,-0.5,-1328.0
2934,287,2070,1.0,-1327.0
2935,287,2070,-1.0,-1328.0
2936,287,2071,-0.5,-1328.5
2937,287,2072,-0.5,-1329.0
2938,287,2072,-1.0,-1330.0
2939,287,2073,-0.5,-1330.5
2940,287,2074,-0.5,-1331.0
2941,287,2075,-0.5,-1331.5
2942,287,2076,-0.5,-1332.0
2943,287,2076,-1.0,-1333.0
2944,287,2076,-1.0,-1334.0
2945,287,2076,-1.0,-1335.0
2946,287,2076,-1.0,-1336.0
2947,287,2077,-0.5,-1336.5
2948,287,2078,-0.5,-1337.0
2949,287,2078,-1.0,-1338.0
2950,287,2079,-0.5,-1338.5
2951,287,2080,-0.5,-1339.0
2952,287,2080,-1.0,-1340.0
2953,287,2080,-1.0,-1341.0
2954,287,2081,-0.5,-1341.5
2955,288,2081,1.0,-1340.5
2956,289,2081,1.0,-1339.5
2957,290,2081,1.0,-1338.5
2958,290,2082,-0.5,-1339.0
2959,290,2083,-0.5,-1339.5
2960,290,2083,-1.0,-1340.5
2961,291,2083,1.0,-1339.5
2962,291,2083,-1.0,-1340.5
2963,291,2084,-0.5,-1341.0
2964,291,2084,-1.0,-1342.0
2965,291,2085,-0.5,-1342.5
2966,291,2085,-1.0,-1343.5
2967,291,2085,-1.0,-1344.5
2968,291,2085,-1.0,-1345.5
2969,291,2085,-1.0,-1346.5
2970,291,2085,-1.0,-1347.5
2971,291,2085,-1.0,-1348.5
2972,291,2085,-1.0,-1349.5
2973,291,2086,-0.5,-1350.0
2974,291,2087,-0.5,-1350.5
2975,291,2087,-1.0,-1351.5
2976,291,2087,-1.0,-1352.5
2977,291,2088,-0.5,-1353.0
2978,291,2089,-0.5,-1353.5
2979,291,2090,-0.5,-1354.0
2980,291,2090,-1.0,-1355.0
2981,291,2090,-1.0,-1356.0
2982,291,2091,-0.5,-1356.5
2983,291,2091,-1.0,-1357.5
2984,291,2091,-1.0,-1358.5
2985,291,2092,-0.5,-1359.0
2986,292,2092,1.0,-1358.0
2987,292,2093,-0.5,-1358.5
2988,292,2094,-0.5,-1359.0
2989,292,2095,-0.5,-1359.5
2990,292,2096,-0.5,-1360.0
2991,293,2096,1.0,-1359.0
2992,293,2097,-0.5,-1359.5
2993,293,2098,-0.5,-1360.0
2994,293,2099,-0.5,-1360.5
2995,293,2100,-0.5,-1361.0
2996,293,2101,-0.5,-1361.5
2997,293,2102,-0.5,-1362.0
2998,293,2103,-0.5,-1362.5
2999,293,2104,-0.5,-1363.0
3000,293,2104,-1.0,-1364.0
3001,293,2105,-0.5,-1364.5
3002,293,2106,-0.5,-1365.0
3003,293,2106,-1.0,-1366.0
3004,293,2106,-1.0,-1367.0
3005,293,2107,-0.5,-1367.5
3006,293,2108,-0.5,-1368.0
3007,293,2109,-0.5,-1368.5
3008,293,2110,-0.5,-1369.0
3009,293,2111,-0.5,-1369.5
3010,293,2112,-0.5,-1370.0
3011,293,2113,-0.5,-1370.5
3012,293,2114,-0.5,-1371.0
3013,293,2115,-0.5,-1371.5
3014,293,2116,-0.5,-1372.0
3015,293,2116,-1.0,-1373.0
3016,293,2116,-1.0,-1374.0
3017,293,2116,-1.0,-1375.0
3018,293,2116,-1.0,-1376.0
3019,293,2116,-1.0,-1377.0
3020,293,2116,-1.0,-1378.0
3021,293,2117,-0.5,-1378.5
3022,293,2118,-0.5,-1379.0
3023,293,2118,-1.0,-1380.0
3024,293,2119,-0.5,-1380.5
3025,293,2120,-0.5,-1381.0
3026,293,2121,-0.5,-1381.5
3027,293,2122,-0.5,-1382.0
3028,293,2123,-0.5,-1382.5
3029,293,2124,-0.5,-1383.0
3030,293,2125,-0.5,-1383.5
3031,293,2125,-1.0,-1384.5
3032,293,2126,-0.5,-1385.0
3033,293,2127,-0.5,-1385.5
3034,293,2128,-0.5,-1386.0
3035,293,2129,-0.5,-1386.5
3036,293,2130,-0.5,-1387.0
3037,293,2130,-1.0,-1388.0
3038,293,2130,-1.0,-1389.0
3039,293,2131,-0.5,-1389.5
3040,293,2132,-0.5,-1390.0
3041,293,2132,-1.0,-1391.0
3042,293,2132,-1.0,-1392.0
3043,293,2132,-1.0,-1393.0
3044,293,2133,-0.5,-1393.5
3045,293,2134,-0.5,-1394.0
3046,293,2135,-0.5,-1394.5
3047,293,2136,-0.5,-1395.0
3048,293,2137,-0.5,-1395.5
3049,293,2138,-0.5,-1396.0
3050,293,2139,-0.5,-1396.5
3051,293,2140,-0.5,-1397.0
3052,293,2140,-1.0,-1398.0
3053,293,2140,-1.0,-1399.0
3054,293,2141,-0.5,-1399.5
3055,293,2141,-1.0,-1400.5
3056,293,2142,-0.5,-1401.0
3057,293,2142,-1.0,-1402.0
3058,293,2142,-1.0,-1403.0
3059,293,2142,-1.0,-1404.0
3060,293,2143,-0.5,-1404.5
3061,293,2144,-0.5,-1405.0
3062,293,2145,-0.5,-1405.5
3063,293,2145,-1.0,-1406.5
3064,293,2146,-0.5,-1407.0
3065,293,2147,-0.5,-1407.5
3066,293,2147,-1.0,-1408.5
3067,293,2148,-0.5,-1409.0
3068,293,2149,-0.5,-1409.5
3069,293,2149,-1.0,-1410.5
3070,293,2150,-0.5,-1411.0
3071,293,2150,-1.0,-1412.0
3072,293,2151,-0.5,-1412.5
3073,293,2152,-0.5,-1413.0
3074,293,2152,-1.0,-1414.0
3075,293,2153,-0.5,-1414.5
3076,293,2154,-0.5,-1415.0
3077,293,2154,-1.0,-1416.0
3078,293,2155,-0.5,-1416.5
3079,293,2156,-0.5,-1417.0
3080,294,2156,1.0,-1416.0
3081,294,2157,-0.5,-1416.5
3082,294,2158,-0.5,-1417.0
3083,294,2158,-1.0,-1418.0
3084,294,2159,-0.5,-1418.5
3085,294,2159,-1.0,-1419.5
3086,294,2160,-0.5,-1420.0
3087,294,2161,-0.5,-1420.5
3088,294,2162,-0.5,-1421.0
3089,294,2163,-0.5,-1421.5
3090,294,2164,-0.5,-1422.0
3091,294,2165,-0.5,-1422.5
3092,294,2165,-1.0,-1423.5
3093,294,2166,-0.5,-1424.0
3094,294,2166,-1.0,-1425.0
3095,294,2166,-1.0,-1426.0
3096,294,2166,-1.0,-1427.0
3097,294,2167,-0.5,-1427.5
3098,294,2168,-0.5,-1428.0
3099,295,2168,1.0,-1427.0
3100,295,2168,-1.0,-1428.0
3101,295,2169,-0.5,-1428.5
3102,295,2169,-1.0,-1429.5
3103,295,2169,-1.0,-1430.5
3104,295,2169,-1.0,-1431.5
3105,295,2169,-1.0,-1432.5
3106,295,2169,-1.0,-1433.5
3107,295,2170,-0.5,-1434.0
3108,296,2170,1.0,-1433.0
3109,296,2170,-1.0,-1434.0
3110,296,2170,-1.0,-1435.0
3111,296,2170,-1.0,-1436.0
3112,296,2170,-1.0,-1437.0
3113,296,2170,-1.0,-1438.0
3114,296,2171,-0.5,-1438.5
3115,296,2171,-1.0,-1439.5
3116,296,2171,-1.0,-1440.5
3117,296,2171,-1.0,-1441.5
3118,296,2172,-0.5,-1442.0
3119,296,2172,-1.0,-1443.0
3120,296,2173,-0.5,-1443.5
3121,296,2174,-0.5,-1444.0
3122,297,2174,1.0,-1443.0
3123,297,2174,-1.0,-1444.0
3124,297,2174,-1.0,-1445.0
3125,298,2174,1.0,-1444.0
3126,299,2174,1.0,-1443.0
3127,300,2174,1.0,-1442.0
3128,300,2175,-0.5,-1442.5
3129,301,2175,1.0,-1441.5
3130,301,2175,-1.0,-1442.5
3131,301,2175,-1.0,-1443.5
3132,301,2176,-0.5,-1444.0
3133,301,2177,-0.5,-1444.5
3134,302,2177,1.0,-1443.5
3135,302,2178,-0.5,-1444.0
3136,303,2178,1.0,-1443.0
3137,303,2179,-0.5,-1443.5
3138,303,2180,-0.5,-1444.0
3139,303,2181,-0.5,-1444.5
3140,304,2181,1.0,-1443.5
3141,305,2181,1.0,-1442.5
3142,305,2182,-0.5,-1443.0
3143,305,2182,-1.0,-1444.0
3144,305,2183,-0.5,-1444.5
3145,306,2183,1.0,-1443.5
3146,306,2183,-1.0,-1444.5
3147,306,2184,-0.5,-1445.0
3148,306,2185,-0.5,-1445.5
3149,306,2185,-1.0,-1446.5
3150,306,2185,-1.0,-1447.5
3151,306,2185,-1.0,-1448.5
3152,306,2186,-0.5,-1449.0
3153,306,2187,-0.5,-1449.5
3154,306,2188,-0.5,-1450.0
3155,306,2189,-0.5,-1450.5
3156,306,2189,-1.0,-1451.5
3157,306,2189,-1.0,-1452.5
3158,306,2189,-1.0,-1453.5
3159,306,2189,-1.0,-1454.5
3160,306,2189,-1.0,-1455.5
3161,306,2189,-1.0,-1456.5
3162,306,2189,-1.0,-1457.5
3163,306,2190,-0.5,-1458.0
3164,306,2190,-1.0,-1459.0
3165,306,2190,-1.0,-1460.0
3166,306,2190,-1.0,-1461.0
3167,306,2190,-1.0,-1462.0
3168,306,2190,-1.0,-1463.0
3169,306,2191,-0.5,-1463.5
3170,306,2192,-0.5,-1464.0
3171,306,2193,-0.5,-1464.5
3172,306,2194,-0.5,-1465.0
3173,306,2195,-0.5,-1465.5
3174,306,2196,-0.5,-1466.0
3175,306,2196,-1.0,-1467.0
3176,306,2197,-0.5,-1467.5
3177,307,2197,1.0,-1466.5
3178,307,2198,-0.5,-1467.0
3179,307,2198,-1.0,-1468.0
3180,307,2199,-0.5,-1468.5
3181,307,2199,-1.0,-1469.5
3182,307,2199,-1.0,-1470.5
3183,307,2199,-1.0,-1471.5
3184,307,2200,-0.5,-1472.0
3185,307,2201,-0.5,-1472.5
3186,307,2202,-0.5,-1473.0
3187,307,2203,-0.5,-1473.5
3188,307,2204,-0.5,-1474.0
3189,307,2205,-0.5,-1474.5
3190,307,2205,-1.0,-1475.5
3191,307,2205,-1.0,-1476.5
3192,307,2205,-1.0,-1477.5
3193,307,2206,-0.5,-1478.0
3194,307,2207,-0.5,-1478.5
3195,307,2208,-0.5,-1479.0
3196,307,2209,-0.5,-1479.5
3197,307,2209,-1.0,-1480.5
3198,307,2210,-0.5,-1481.0
3199,307,2211,-0.5,-1481.5
3200,307,2211,-1.0,-1482.5
3201,307,2211,-1.0,-1483.5
3202,307,2211,-1.0,-1484.5
3203,307,2212,-0.5,-1485.0
3204,307,2213,-0.5,-1485.5
3205,307,2214,-0.5,-1486.0
3206,307,2215,-0.5,-1486.5
3207,307,2215,-1.0,-1487.5
3208,307,2216,-0.5,-1488.0
3209,307,2216,-1.0,-1489.0
3210,307,2216,-1.0,-1490.0
3211,307,2217,-0.5,-1490.5
3212,307,2218,-0.5,-1491.0
3213,307,2219,-0.5,-1491.5
3214,307,2220,-0.5,-1492.0
3215,307,2221,-0.5,-1492.5
3216,307,2222,-0.5,-1493.0
3217,307,2223,-0.5,-1493.5
3218,307,2224,-0.5,-1494.0
3219,307,2225,-0.5,-1494.5
3220,307,2226,-0.5,-1495.0
3221,307,2227,-0.5,-1495.5
3222,307,2228,-0.5,-1496.0
3223,307,2229,-0.5,-1496.5
3224,307,2230,-0.5,-1497.0
3225,307,2230,-1.0,-1498.0
3226,307,2231,-0.5,-1498.5
3227,307,2231,-1.0,-1499.5
3228,307,2231,-1.0,-1500.5
3229,307,2232,-0.5,-1501.0
3230,307,2233,-0.5,-1501.5
3231,307,2234,-0.5,-1502.0
3232,307,2235,-0.5,-1502.5
3233,307,2236,-0.5,-1503.0
3234,307,2237,-0.5,-1503.5
3235,307,2238,-0.5,-1504.0
3236,307,2239,-0.5,-1504.5
3237,307,2239,-1.0,-1505.5
3238,307,2240,-0.5,-1506.0
3239,307,2241,-0.5,-1506.5
3240,307,2242,-0.5,-1507.0
3241,307,2242,-1.0,-1508.0
3242,307,2243,-0.5,-1508.5
3243,307,2244,-0.5,-1509.0
3244,307,2245,-0.5,-1509.5
3245,308,2245,1.0,-1508.5
3246,308,2245,-1.0,-1509.5
3247,308,2246,-0.5,-1510.0
3248,308,2246,-1.0,-1511.0
3249,308,2247,-0.5,-1511.5
3250,308,2247,-1.0,-1512.5
3251,308,2247,-1.0,-1513.5
3252,308,2247,-1.0,-1514.5
3253,308,2247,-1.0,-1515.5
3254,309,2247,1.0,-1514.5
3255,310,2247,1.0,-1513.5
3256,311,2247,1.0,-1512.5
3257,311,2247,-1.0,-1513.5
3258,311,2247,-1.0,-1514.5
3259,311,2247,-1.0,-1515.5
3260,311,2247,-1.0,-1516.5
3261,311,2247,-1.0,-1517.5
3262,311,2247,-1.0,-1518.5
3263,311,2248,-0.5,-1519.0
3264,311,2249,-0.5,-1519.5
3265,311,2250,-0.5,-1520.0
3266,311,2251,-0.5,-1520.5
3267,311,2252,-0.5,-1521.0
3268,311,2252,-1.0,-1522.0
3269,311,2252,-1.0,-1523.0
3270,311,2252,-1.0,-1524.0
3271,311,2252,-1.0,-1525.0
3272,311,2253,-0.5,-1525.5
3273,311,2254,-0.5,-1526.0
3274,311,2254,-1.0,-1527.0
3275,311,2254,-1.0,-1528.0
3276,311,2254,-1.0,-1529.0
3277,311,2255,-0.5,-1529.5
3278,311,2256,-0.5,-1530.0
3279,311,2257,-0.5,-1530.5
3280,311,2258,-0.5,-1531.0
3281,311,2259,-0.5,-1531.5
3282,311,2260,-0.5,-1532.0
3283,311,2261,-0.5,-1532.5
3284,311,2262,-0.5,-1533.0
3285,311,2263,-0.5,-1533.5
3286,311,2264,-0.5,-1534.0
